"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"12.06.2018","18.920,0","19.160,0","19.300,0","18.920,0","201,16K","-1,97%"
"08.06.2018","19.300,0","19.300,0","19.380,0","19.200,0","246,19K","-0,92%"
"07.06.2018","19.480,0","19.580,0","19.580,0","19.400,0","142,43K","-0,51%"
"06.06.2018","19.580,0","19.600,0","19.600,0","19.440,0","348,30K","0,82%"
"05.06.2018","19.420,0","19.600,0","19.600,0","19.240,0","416,21K","-0,92%"
"01.06.2018","19.600,0","19.560,0","19.620,0","19.480,0","72,81K","0,93%"
"31.05.2018","19.420,0","19.440,0","19.440,0","19.300,0","676,63K","-0,10%"
"30.05.2018","19.440,0","19.440,0","19.700,0","19.420,0","248,13K","0,00%"
"29.05.2018","19.440,0","19.300,0","19.600,0","19.200,0","211,78K","0,73%"
"28.05.2018","19.300,0","19.140,0","19.300,0","19.140,0","100,42K","1,58%"
"25.05.2018","19.000,0","19.000,0","19.340,0","18.940,0","126,80K","0,00%"
"24.05.2018","19.000,0","19.180,0","19.180,0","18.880,0","172,48K","1,06%"
"23.05.2018","18.800,0","18.760,0","19.000,0","18.760,0","126,72K","0,21%"
"22.05.2018","18.760,0","18.700,0","18.760,0","18.540,0","328,87K","0,54%"
"21.05.2018","18.660,0","18.740,0","18.740,0","18.560,0","114,79K","-0,21%"
"18.05.2018","18.700,0","18.740,0","18.940,0","18.460,0","163,09K","-0,74%"
"17.05.2018","18.840,0","19.000,0","19.220,0","18.840,0","183,54K","-0,84%"
"16.05.2018","19.000,0","19.300,0","19.300,0","19.000,0","56,50K","-1,55%"
"15.05.2018","19.300,0","19.360,0","19.360,0","18.980,0","107,35K","0,00%"
"11.05.2018","19.300,0","19.060,0","19.300,0","19.060,0","34,53K","0,10%"
"10.05.2018","19.280,0","19.020,0","19.360,0","19.020,0","93,29K","1,37%"
"09.05.2018","19.020,0","18.940,0","19.280,0","18.900,0","121,76K","0,42%"
"08.05.2018","18.940,0","18.980,0","19.360,0","18.920,0","157,45K","-2,67%"
"07.05.2018","19.460,0","18.920,0","19.460,0","18.920,0","61,58K","0,83%"
"04.05.2018","19.300,0","19.400,0","19.480,0","19.100,0","203,07K","2,99%"
"03.05.2018","18.740,0","19.960,0","19.960,0","18.740,0","445,60K","-6,11%"
"02.05.2018","19.960,0","20.000,0","20.000,0","19.720,0","137,05K","-0,20%"
"30.04.2018","20.000,0","20.120,0","20.200,0","20.000,0","373,14K","-0,60%"
"27.04.2018","20.120,0","19.600,0","20.120,0","19.600,0","116,19K","1,21%"
"26.04.2018","19.880,0","19.960,0","20.000,0","19.680,0","215,14K","-0,30%"
"25.04.2018","19.940,0","19.940,0","20.200,0","19.920,0","78,46K","-2,06%"
"24.04.2018","20.360,0","19.900,0","20.360,0","19.840,0","314,81K","1,70%"
"23.04.2018","20.020,0","19.760,0","20.020,0","19.620,0","286,18K","1,11%"
"20.04.2018","19.800,0","19.620,0","19.800,0","19.500,0","103,19K","-0,50%"
"19.04.2018","19.900,0","19.840,0","19.900,0","19.700,0","99,01K","0,30%"
"18.04.2018","19.840,0","20.100,0","20.100,0","19.760,0","3,21M","0,51%"
"17.04.2018","19.740,0","19.800,0","19.820,0","19.660,0","121,08K","1,13%"
"16.04.2018","19.520,0","19.420,0","19.780,0","19.420,0","28,97K","-0,41%"
"13.04.2018","19.600,0","19.960,0","19.960,0","19.600,0","66,68K","-1,11%"
"12.04.2018","19.820,0","19.840,0","19.880,0","19.360,0","122,44K","-0,10%"
"11.04.2018","19.840,0","20.240,0","20.400,0","19.840,0","521,14K","-1,98%"
"10.04.2018","20.240,0","20.180,0","20.240,0","20.060,0","98,17K","0,20%"
"09.04.2018","20.200,0","19.980,0","20.200,0","19.900,0","231,14K","2,02%"
"06.04.2018","19.800,0","19.260,0","19.800,0","19.260,0","114,20K","2,27%"
"05.04.2018","19.360,0","19.640,0","19.640,0","19.300,0","166,29K","0,52%"
"04.04.2018","19.260,0","19.320,0","19.600,0","19.260,0","149,79K","-0,62%"
"03.04.2018","19.380,0","19.360,0","19.600,0","19.360,0","150,07K","0,10%"
"02.04.2018","19.360,0","19.300,0","19.360,0","18.940,0","183,94K","2,87%"
"28.03.2018","18.820,0","19.200,0","19.400,0","18.820,0","141,53K","-1,98%"
"27.03.2018","19.200,0","18.940,0","19.400,0","18.920,0","73,35K","-0,83%"
"26.03.2018","19.360,0","19.260,0","19.360,0","19.100,0","46,05K","1,26%"
"23.03.2018","19.120,0","19.260,0","19.300,0","19.080,0","174,06K","-0,73%"
"22.03.2018","19.260,0","19.300,0","19.460,0","19.020,0","142,33K","-0,41%"
"21.03.2018","19.340,0","19.260,0","19.560,0","19.200,0","193,95K","1,26%"
"20.03.2018","19.100,0","18.800,0","19.100,0","18.800,0","103,72K","0,53%"
"16.03.2018","19.000,0","18.840,0","19.000,0","18.800,0","721,22K","1,39%"
"15.03.2018","18.740,0","18.800,0","18.880,0","18.620,0","76,06K","-0,32%"
"14.03.2018","18.800,0","19.000,0","19.000,0","18.760,0","137,88K","-1,05%"
"13.03.2018","19.000,0","18.980,0","19.000,0","18.700,0","364,27K","0,11%"
"12.03.2018","18.980,0","19.060,0","19.200,0","18.980,0","92,38K","-0,42%"
"09.03.2018","19.060,0","19.460,0","19.460,0","18.860,0","161,90K","0,32%"
"08.03.2018","19.000,0","19.060,0","19.380,0","19.000,0","214,66K","-1,04%"
"07.03.2018","19.200,0","19.020,0","19.460,0","19.020,0","462,65K","0,95%"
"06.03.2018","19.020,0","19.000,0","19.440,0","18.740,0","193,53K","0,42%"
"05.03.2018","18.940,0","18.700,0","18.940,0","18.520,0","168,66K","2,38%"
"02.03.2018","18.500,0","18.520,0","18.580,0","18.440,0","109,54K","-1,39%"
"01.03.2018","18.760,0","19.300,0","19.300,0","18.760,0","663,99K","-2,90%"
"28.02.2018","19.320,0","19.820,0","20.100,0","19.320,0","630,96K","-4,17%"
"27.02.2018","20.160,0","20.100,0","20.280,0","19.900,0","216,04K","0,20%"
"26.02.2018","20.120,0","20.300,0","20.300,0","20.120,0","111,70K","-1,08%"
"23.02.2018","20.340,0","20.380,0","20.400,0","20.140,0","36,03K","-0,20%"
"22.02.2018","20.380,0","20.600,0","20.740,0","20.360,0","140,68K","-1,07%"
"21.02.2018","20.600,0","20.720,0","20.720,0","20.280,0","159,54K","0,98%"
"20.02.2018","20.400,0","20.260,0","20.460,0","20.260,0","83,69K","0,29%"
"19.02.2018","20.340,0","20.500,0","20.500,0","20.260,0","16,22K","-0,88%"
"16.02.2018","20.520,0","20.320,0","20.720,0","20.320,0","103,51K","1,58%"
"15.02.2018","20.200,0","20.400,0","20.900,0","20.200,0","93,87K","-0,79%"
"14.02.2018","20.360,0","19.900,0","20.360,0","19.900,0","318,07K","2,31%"
"13.02.2018","19.900,0","20.400,0","20.400,0","19.900,0","210,00K","-2,45%"
"12.02.2018","20.400,0","20.040,0","20.480,0","20.040,0","161,49K","1,80%"
"09.02.2018","20.040,0","20.340,0","20.460,0","20.040,0","127,53K","-1,76%"
"08.02.2018","20.400,0","20.720,0","20.720,0","20.400,0","90,19K","-0,49%"
"07.02.2018","20.500,0","20.920,0","20.920,0","20.500,0","106,20K","-0,97%"
"06.02.2018","20.700,0","20.660,0","21.140,0","20.660,0","254,12K","-1,05%"
"05.02.2018","20.920,0","21.300,0","21.300,0","20.920,0","342,96K","-1,78%"
"02.02.2018","21.300,0","21.200,0","21.300,0","20.860,0","498,72K","0,47%"
"01.02.2018","21.200,0","21.160,0","21.200,0","20.840,0","334,56K","2,71%"
"31.01.2018","20.640,0","21.300,0","21.300,0","20.640,0","353,25K","-3,10%"
"30.01.2018","21.300,0","21.360,0","21.360,0","21.120,0","91,73K","-0,47%"
"29.01.2018","21.400,0","21.120,0","21.400,0","21.080,0","140,14K","1,33%"
"26.01.2018","21.120,0","21.200,0","21.200,0","20.960,0","170,12K","-0,38%"
"25.01.2018","21.200,0","21.320,0","21.320,0","21.000,0","189,29K","-0,56%"
"24.01.2018","21.320,0","21.280,0","21.400,0","21.160,0","387,00K","0,19%"
"23.01.2018","21.280,0","20.980,0","21.280,0","20.980,0","610,73K","1,33%"
"22.01.2018","21.000,0","20.700,0","21.000,0","20.700,0","321,09K","0,38%"
"19.01.2018","20.920,0","20.780,0","20.920,0","20.700,0","108,75K","0,67%"
"18.01.2018","20.780,0","20.780,0","20.780,0","20.640,0","120,70K","0,00%"
"17.01.2018","20.780,0","20.600,0","20.860,0","20.600,0","153,05K","-0,10%"
"16.01.2018","20.800,0","20.580,0","20.800,0","20.580,0","171,70K","1,07%"
"15.01.2018","20.580,0","20.520,0","20.800,0","20.520,0","36,58K","-0,96%"
"12.01.2018","20.780,0","20.760,0","20.780,0","20.540,0","149,53K","0,10%"
"11.01.2018","20.760,0","20.520,0","20.760,0","20.500,0","38,14K","0,78%"
"10.01.2018","20.600,0","20.800,0","20.800,0","20.600,0","58,49K","-1,34%"
"09.01.2018","20.880,0","20.880,0","20.880,0","20.720,0","101,92K","0,00%"
"05.01.2018","20.880,0","20.860,0","21.000,0","20.760,0","204,22K","-0,10%"
"04.01.2018","20.900,0","20.580,0","20.900,0","20.580,0","102,59K","1,55%"
"03.01.2018","20.580,0","20.200,0","20.720,0","20.200,0","14,44K","-0,96%"
"02.01.2018","20.780,0","20.840,0","20.840,0","20.540,0","11,18K","-0,48%"
"28.12.2017","20.880,0","20.580,0","20.880,0","20.580,0","125,33K","1,16%"
"27.12.2017","20.640,0","20.700,0","20.760,0","20.500,0","73,77K","0,29%"
"26.12.2017","20.580,0","20.340,0","20.820,0","20.340,0","253,42K","-0,96%"
"22.12.2017","20.780,0","20.600,0","20.780,0","20.600,0","1,26M","0,48%"
"21.12.2017","20.680,0","20.600,0","20.800,0","20.540,0","189,91K","0,58%"
"20.12.2017","20.560,0","20.380,0","20.640,0","20.320,0","705,86K","0,88%"
"19.12.2017","20.380,0","20.400,0","20.480,0","20.360,0","633,68K","-0,10%"
"18.12.2017","20.400,0","20.460,0","20.460,0","20.260,0","197,76K","-0,29%"
"15.12.2017","20.460,0","20.400,0","20.500,0","20.140,0","812,46K","-0,49%"
"14.12.2017","20.560,0","20.260,0","20.560,0","20.260,0","282,19K","1,08%"
"13.12.2017","20.340,0","20.280,0","20.420,0","20.280,0","590,63K","0,20%"
"12.12.2017","20.300,0","20.420,0","20.420,0","20.200,0","350,78K","-0,88%"
"11.12.2017","20.480,0","20.300,0","20.500,0","20.300,0","141,80K","0,39%"
"07.12.2017","20.400,0","20.300,0","20.580,0","20.300,0","143,66K","-0,10%"
"06.12.2017","20.420,0","20.400,0","20.460,0","20.240,0","515,17K","-0,29%"
"05.12.2017","20.480,0","20.460,0","20.480,0","20.380,0","47,21K","0,10%"
"04.12.2017","20.460,0","20.280,0","20.460,0","20.280,0","32,76K","0,79%"
"01.12.2017","20.300,0","20.480,0","20.480,0","20.260,0","305,53K","-0,88%"
"30.11.2017","20.480,0","20.280,0","20.480,0","20.260,0","582,50K","1,09%"
"29.11.2017","20.260,0","20.460,0","20.500,0","20.260,0","319,66K","-1,07%"
"28.11.2017","20.480,0","20.260,0","20.480,0","20.200,0","163,65K","0,49%"
"27.11.2017","20.380,0","20.380,0","20.420,0","20.280,0","106,37K","0,00%"
"24.11.2017","20.380,0","20.400,0","20.460,0","20.340,0","68,82K","-0,10%"
"23.11.2017","20.400,0","20.400,0","20.420,0","20.360,0","18,51K","-0,20%"
"22.11.2017","20.440,0","20.240,0","20.440,0","20.240,0","81,20K","0,99%"
"21.11.2017","20.240,0","20.100,0","20.440,0","20.100,0","65,13K","-0,78%"
"20.11.2017","20.400,0","20.040,0","20.460,0","20.040,0","40,64K","0,49%"
"17.11.2017","20.300,0","20.320,0","20.400,0","20.260,0","46,26K","-0,10%"
"16.11.2017","20.320,0","20.300,0","20.400,0","20.260,0","342,68K","0,00%"
"15.11.2017","20.320,0","20.100,0","20.400,0","20.100,0","195,10K","1,70%"
"14.11.2017","19.980,0","20.040,0","20.400,0","19.980,0","232,41K","-0,30%"
"10.11.2017","20.040,0","20.120,0","20.180,0","20.040,0","87,39K","-0,89%"
"09.11.2017","20.220,0","20.300,0","20.400,0","20.160,0","146,90K","0,30%"
"08.11.2017","20.160,0","20.060,0","20.160,0","20.060,0","19,82K","-1,56%"
"07.11.2017","20.480,0","19.100,0","20.480,0","19.100,0","69,16K","2,50%"
"03.11.2017","19.980,0","20.100,0","20.100,0","19.900,0","163,70K","-0,50%"
"02.11.2017","20.080,0","20.020,0","20.360,0","20.020,0","65,45K","-1,08%"
"01.11.2017","20.300,0","19.920,0","20.300,0","19.920,0","200,23K","2,32%"
"31.10.2017","19.840,0","20.240,0","20.320,0","19.840,0","580,44K","-3,60%"
"30.10.2017","20.580,0","20.360,0","20.580,0","20.100,0","99,16K","1,08%"
"27.10.2017","20.360,0","20.460,0","20.480,0","20.360,0","358,39K","-0,68%"
"26.10.2017","20.500,0","20.620,0","20.680,0","20.460,0","415,85K","-1,25%"
"25.10.2017","20.760,0","20.480,0","20.760,0","20.480,0","213,81K","1,67%"
"24.10.2017","20.420,0","20.420,0","20.600,0","20.420,0","262,04K","0,10%"
"23.10.2017","20.400,0","20.600,0","20.700,0","20.400,0","450,62K","-1,07%"
"20.10.2017","20.620,0","20.680,0","20.780,0","20.620,0","204,82K","-0,48%"
"19.10.2017","20.720,0","20.800,0","20.920,0","20.680,0","189,70K","-0,38%"
"18.10.2017","20.800,0","21.060,0","21.080,0","20.800,0","100,66K","-0,38%"
"17.10.2017","20.880,0","20.840,0","20.980,0","20.820,0","369,16K","-0,48%"
"13.10.2017","20.980,0","20.980,0","21.040,0","20.800,0","216,78K","0,48%"
"12.10.2017","20.880,0","21.100,0","21.100,0","20.880,0","83,21K","-1,04%"
"11.10.2017","21.100,0","21.000,0","21.100,0","20.920,0","122,65K","0,48%"
"10.10.2017","21.000,0","21.120,0","21.160,0","21.000,0","149,25K","-0,47%"
"09.10.2017","21.100,0","21.120,0","21.120,0","21.020,0","42,70K","0,00%"
"06.10.2017","21.100,0","21.000,0","21.100,0","20.980,0","119,30K","0,67%"
"05.10.2017","20.960,0","20.820,0","21.060,0","20.820,0","53,22K","0,58%"
"04.10.2017","20.840,0","20.800,0","20.900,0","20.760,0","97,28K","0,00%"
"03.10.2017","20.840,0","21.120,0","21.120,0","20.800,0","190,49K","-1,33%"
"02.10.2017","21.120,0","21.120,0","21.160,0","21.000,0","190,11K","0,00%"
"29.09.2017","21.120,0","21.000,0","21.120,0","20.940,0","697,36K","0,57%"
"28.09.2017","21.000,0","21.100,0","21.180,0","21.000,0","882,98K","-0,10%"
"27.09.2017","21.020,0","20.780,0","21.020,0","20.780,0","808,09K","1,25%"
"26.09.2017","20.760,0","20.620,0","20.760,0","20.620,0","56,79K","0,58%"
"25.09.2017","20.640,0","20.700,0","20.720,0","20.620,0","783,28K","-0,29%"
"22.09.2017","20.700,0","20.780,0","20.800,0","20.700,0","395,14K","-0,48%"
"21.09.2017","20.800,0","20.960,0","21.100,0","20.780,0","364,82K","-0,95%"
"20.09.2017","21.000,0","21.180,0","21.220,0","20.960,0","530,47K","-0,85%"
"19.09.2017","21.180,0","21.240,0","21.300,0","21.120,0","298,99K","-0,19%"
"18.09.2017","21.220,0","20.820,0","21.220,0","20.820,0","2,94M","2,12%"
"15.09.2017","20.780,0","20.780,0","20.920,0","20.640,0","9,44M","-0,10%"
"14.09.2017","20.800,0","20.680,0","20.800,0","20.520,0","459,87K","1,17%"
"13.09.2017","20.560,0","20.680,0","20.680,0","20.520,0","257,94K","0,29%"
"12.09.2017","20.500,0","20.800,0","20.800,0","20.440,0","754,95K","-1,35%"
"11.09.2017","20.780,0","21.100,0","21.100,0","20.780,0","152,74K","-0,86%"
"08.09.2017","20.960,0","20.740,0","20.980,0","20.740,0","207,34K","1,06%"
"07.09.2017","20.740,0","20.820,0","20.860,0","20.740,0","95,22K","-0,38%"
"06.09.2017","20.820,0","20.980,0","21.100,0","20.800,0","104,74K","-0,29%"
"05.09.2017","20.880,0","20.660,0","20.900,0","20.640,0","251,24K","1,06%"
"04.09.2017","20.660,0","20.540,0","20.700,0","20.460,0","142,89K","0,39%"
"01.09.2017","20.580,0","20.880,0","20.940,0","20.340,0","678,44K","-1,91%"
"31.08.2017","20.980,0","21.400,0","21.400,0","20.900,0","1,87M","-2,51%"
"30.08.2017","21.520,0","21.740,0","21.740,0","21.500,0","71,09K","-1,19%"
"29.08.2017","21.780,0","21.860,0","21.860,0","21.600,0","120,89K","-0,46%"
"28.08.2017","21.880,0","21.580,0","21.880,0","21.480,0","81,80K","0,37%"
"25.08.2017","21.800,0","21.700,0","21.800,0","21.680,0","111,07K","0,55%"
"24.08.2017","21.680,0","21.680,0","21.680,0","21.380,0","86,03K","0,65%"
"23.08.2017","21.540,0","21.540,0","21.700,0","21.540,0","55,20K","-1,10%"
"22.08.2017","21.780,0","21.580,0","21.840,0","21.580,0","139,25K","1,68%"
"18.08.2017","21.420,0","21.300,0","21.580,0","21.300,0","16,97K","0,56%"
"17.08.2017","21.300,0","21.420,0","21.800,0","21.300,0","284,62K","-0,56%"
"16.08.2017","21.420,0","21.200,0","21.500,0","21.200,0","229,26K","1,32%"
"15.08.2017","21.140,0","20.920,0","21.300,0","20.900,0","31,78K","0,76%"
"14.08.2017","20.980,0","21.080,0","21.100,0","20.980,0","178,23K","-1,04%"
"11.08.2017","21.200,0","21.360,0","21.360,0","21.200,0","64,67K","-0,75%"
"10.08.2017","21.360,0","21.300,0","21.420,0","21.160,0","44,57K","0,28%"
"09.08.2017","21.300,0","21.220,0","21.300,0","21.100,0","163,91K","-0,56%"
"08.08.2017","21.420,0","21.400,0","21.420,0","21.240,0","83,17K","0,28%"
"04.08.2017","21.360,0","21.520,0","21.600,0","21.360,0","47,48K","-0,47%"
"03.08.2017","21.460,0","21.460,0","21.600,0","21.460,0","157,47K","-0,09%"
"02.08.2017","21.480,0","21.260,0","21.480,0","21.260,0","50,04K","1,03%"
"01.08.2017","21.260,0","21.260,0","21.420,0","21.260,0","74,44K","-1,02%"
"31.07.2017","21.480,0","21.480,0","21.480,0","21.140,0","396,03K","0,00%"
"28.07.2017","21.480,0","21.440,0","21.560,0","21.400,0","144,89K","-0,56%"
"27.07.2017","21.600,0","21.460,0","21.700,0","21.300,0","173,91K","0,65%"
"26.07.2017","21.460,0","21.380,0","21.460,0","21.340,0","83,25K","0,66%"
"25.07.2017","21.320,0","21.340,0","21.480,0","21.280,0","301,72K","0,09%"
"24.07.2017","21.300,0","21.020,0","21.300,0","21.020,0","186,80K","0,47%"
"21.07.2017","21.200,0","21.100,0","21.280,0","21.100,0","19,48K","0,47%"
"19.07.2017","21.100,0","21.180,0","21.240,0","21.080,0","114,13K","-0,38%"
"18.07.2017","21.180,0","21.120,0","21.180,0","21.100,0","58,93K","-0,66%"
"17.07.2017","21.320,0","21.200,0","21.340,0","21.100,0","140,86K","0,57%"
"14.07.2017","21.200,0","21.120,0","21.200,0","21.100,0","114,95K","-0,47%"
"13.07.2017","21.300,0","21.180,0","21.300,0","21.100,0","342,74K","0,57%"
"12.07.2017","21.180,0","21.040,0","21.180,0","20.920,0","186,25K","1,34%"
"11.07.2017","20.900,0","20.960,0","21.180,0","20.900,0","85,32K","-1,04%"
"10.07.2017","21.120,0","20.980,0","21.120,0","20.960,0","27,66K","-0,28%"
"07.07.2017","21.180,0","21.160,0","21.200,0","21.160,0","26,83K","-0,09%"
"06.07.2017","21.200,0","20.940,0","21.200,0","20.900,0","134,32K","0,66%"
"05.07.2017","21.060,0","20.880,0","21.200,0","20.800,0","296,24K","0,77%"
"04.07.2017","20.900,0","20.540,0","20.980,0","20.540,0","66,59K","0,77%"
"30.06.2017","20.740,0","20.880,0","21.000,0","20.600,0","353,10K","-0,67%"
"29.06.2017","20.880,0","20.900,0","20.900,0","20.700,0","57,86K","0,10%"
"28.06.2017","20.860,0","20.620,0","20.960,0","20.620,0","21,83K","1,16%"
"27.06.2017","20.620,0","20.660,0","20.780,0","20.400,0","253,21K","-1,15%"
"23.06.2017","20.860,0","21.000,0","21.200,0","20.860,0","74,45K","-1,60%"
"22.06.2017","21.200,0","21.000,0","21.380,0","20.820,0","100,38K","0,95%"
"21.06.2017","21.000,0","20.820,0","21.000,0","20.520,0","337,39K","0,29%"
"20.06.2017","20.940,0","21.380,0","21.380,0","20.900,0","97,50K","-2,15%"
"16.06.2017","21.400,0","21.240,0","21.400,0","21.200,0","224,69K","0,75%"
"15.06.2017","21.240,0","21.040,0","21.280,0","21.040,0","47,85K","-0,75%"
"14.06.2017","21.400,0","20.900,0","21.400,0","20.900,0","151,85K","1,90%"
"13.06.2017","21.000,0","20.940,0","21.060,0","20.880,0","88,28K","-0,10%"
"12.06.2017","21.020,0","21.180,0","21.180,0","21.020,0","74,67K","-1,04%"
"09.06.2017","21.240,0","21.000,0","21.240,0","20.900,0","84,86K","0,95%"
"08.06.2017","21.040,0","21.360,0","21.360,0","21.040,0","282,25K","-1,59%"
"07.06.2017","21.380,0","21.200,0","21.380,0","21.100,0","153,23K","1,62%"
"06.06.2017","21.040,0","21.020,0","21.200,0","21.020,0","88,05K","-0,75%"
"05.06.2017","21.200,0","20.560,0","21.200,0","20.560,0","128,47K","0,00%"
"02.06.2017","21.200,0","20.940,0","21.220,0","20.940,0","66,12K","0,95%"
"01.06.2017","21.000,0","21.100,0","21.100,0","20.940,0","168,38K","0,29%"
"31.05.2017","20.940,0","21.420,0","21.420,0","20.820,0","823,08K","-1,41%"
"30.05.2017","21.240,0","21.220,0","21.380,0","21.040,0","89,80K","-0,75%"
"26.05.2017","21.400,0","21.220,0","21.400,0","21.180,0","256,82K","0,85%"
"25.05.2017","21.220,0","20.960,0","21.300,0","20.960,0","195,97K","0,47%"
"24.05.2017","21.120,0","21.000,0","21.220,0","20.960,0","339,70K","0,57%"
"23.05.2017","21.000,0","20.660,0","21.000,0","20.620,0","247,90K","1,65%"
"22.05.2017","20.660,0","20.560,0","20.800,0","20.560,0","122,48K","-0,39%"
"19.05.2017","20.740,0","20.780,0","20.920,0","20.740,0","165,09K","0,97%"
"18.05.2017","20.540,0","20.380,0","20.740,0","20.260,0","141,21K","-1,25%"
"17.05.2017","20.800,0","20.820,0","20.840,0","20.620,0","385,79K","-0,86%"
"16.05.2017","20.980,0","20.760,0","21.180,0","20.740,0","221,88K","-1,32%"
"15.05.2017","21.260,0","21.200,0","21.420,0","21.160,0","474,54K","0,28%"
"12.05.2017","21.200,0","20.700,0","21.480,0","20.680,0","611,35K","1,92%"
"11.05.2017","20.800,0","20.600,0","20.900,0","20.600,0","138,92K","0,48%"
"10.05.2017","20.700,0","20.700,0","20.900,0","20.500,0","276,45K","-0,29%"
"09.05.2017","20.760,0","20.620,0","21.000,0","20.620,0","317,79K","-0,19%"
"08.05.2017","20.800,0","20.500,0","20.860,0","20.500,0","220,62K","1,46%"
"05.05.2017","20.500,0","20.280,0","20.500,0","20.280,0","276,70K","1,59%"
"04.05.2017","20.180,0","20.060,0","20.280,0","20.060,0","272,01K","-0,10%"
"03.05.2017","20.200,0","20.300,0","20.300,0","20.200,0","66,87K","-0,49%"
"02.05.2017","20.300,0","20.480,0","20.500,0","20.240,0","144,95K","-0,49%"
"28.04.2017","20.400,0","20.320,0","20.480,0","20.280,0","237,65K","0,49%"
"27.04.2017","20.300,0","20.240,0","20.540,0","20.240,0","169,85K","-0,98%"
"26.04.2017","20.500,0","20.580,0","20.700,0","20.400,0","164,01K","-0,39%"
"25.04.2017","20.580,0","20.260,0","20.580,0","20.260,0","223,12K","1,58%"
"24.04.2017","20.260,0","20.400,0","20.400,0","20.240,0","63,93K","-0,69%"
"21.04.2017","20.400,0","20.280,0","20.400,0","20.200,0","111,59K","0,00%"
"20.04.2017","20.400,0","20.380,0","20.400,0","20.360,0","118,72K","-0,10%"
"19.04.2017","20.420,0","20.400,0","20.420,0","20.280,0","193,78K","0,10%"
"18.04.2017","20.400,0","20.240,0","20.400,0","20.240,0","119,33K","0,20%"
"17.04.2017","20.360,0","20.280,0","20.460,0","20.240,0","65,13K","-0,39%"
"12.04.2017","20.440,0","20.300,0","20.500,0","20.300,0","237,69K","0,79%"
"11.04.2017","20.280,0","20.300,0","20.420,0","20.280,0","131,49K","-0,39%"
"10.04.2017","20.360,0","20.200,0","20.460,0","20.200,0","65,04K","-0,20%"
"07.04.2017","20.400,0","20.240,0","20.420,0","20.220,0","251,73K","-0,10%"
"06.04.2017","20.420,0","20.240,0","20.460,0","20.220,0","93,28K","-0,29%"
"05.04.2017","20.480,0","20.220,0","20.480,0","20.140,0","156,14K","1,29%"
"04.04.2017","20.220,0","20.140,0","20.260,0","20.120,0","114,69K","-0,20%"
"03.04.2017","20.260,0","20.060,0","20.280,0","20.060,0","190,07K","0,10%"
"31.03.2017","20.240,0","20.240,0","20.240,0","20.060,0","180,15K","-0,10%"
"30.03.2017","20.260,0","20.120,0","20.420,0","20.120,0","306,10K","0,60%"
"29.03.2017","20.140,0","19.960,0","20.140,0","19.920,0","145,76K","0,90%"
"28.03.2017","19.960,0","19.980,0","19.980,0","19.880,0","103,63K","-0,10%"
"27.03.2017","19.980,0","20.000,0","20.000,0","19.880,0","64,56K","-0,10%"
"24.03.2017","20.000,0","20.020,0","20.100,0","19.920,0","100,20K","-0,79%"
"23.03.2017","20.160,0","19.620,0","20.160,0","19.620,0","309,80K","1,00%"
"22.03.2017","19.960,0","19.900,0","20.000,0","19.820,0","164,91K","0,30%"
"21.03.2017","19.900,0","19.840,0","20.100,0","19.800,0","169,85K","-0,50%"
"17.03.2017","20.000,0","20.160,0","20.300,0","20.000,0","1,56M","-0,70%"
"16.03.2017","20.140,0","19.780,0","20.140,0","19.780,0","526,67K","2,03%"
"15.03.2017","19.740,0","19.640,0","19.860,0","19.640,0","81,96K","0,51%"
"14.03.2017","19.640,0","19.900,0","19.940,0","19.640,0","161,28K","-1,60%"
"13.03.2017","19.960,0","19.900,0","19.960,0","19.820,0","96,41K","0,30%"
"10.03.2017","19.900,0","19.460,0","19.920,0","19.460,0","123,22K","0,00%"
"09.03.2017","19.900,0","19.760,0","19.900,0","19.760,0","207,73K","0,71%"
"08.03.2017","19.760,0","19.600,0","19.960,0","19.600,0","3,88M","-0,80%"
"07.03.2017","19.920,0","19.740,0","19.980,0","19.740,0","168,91K","0,40%"
"06.03.2017","19.840,0","19.760,0","19.840,0","19.660,0","43,88K","-0,10%"
"03.03.2017","19.860,0","19.900,0","19.980,0","19.800,0","52,46K","0,30%"
"02.03.2017","19.800,0","19.820,0","20.020,0","19.760,0","418,19K","-0,40%"
"01.03.2017","19.880,0","19.680,0","19.900,0","19.680,0","59,31K","0,61%"
"28.02.2017","19.760,0","19.860,0","19.900,0","19.700,0","2,29M","-0,60%"
"27.02.2017","19.880,0","19.680,0","19.880,0","19.680,0","86,14K","0,10%"
"24.02.2017","19.860,0","19.800,0","19.860,0","19.700,0","60,42K","0,30%"
"23.02.2017","19.800,0","19.660,0","19.800,0","19.520,0","262,77K","1,12%"
"22.02.2017","19.580,0","19.580,0","19.700,0","19.580,0","89,90K","-0,91%"
"21.02.2017","19.760,0","19.480,0","19.760,0","19.460,0","102,15K","0,51%"
"20.02.2017","19.660,0","19.500,0","19.740,0","19.500,0","5,35K","-0,20%"
"17.02.2017","19.700,0","19.420,0","19.780,0","19.420,0","326,54K","0,20%"
"16.02.2017","19.660,0","19.440,0","19.660,0","19.440,0","119,60K","1,13%"
"15.02.2017","19.440,0","19.320,0","19.500,0","19.320,0","222,57K","0,83%"
"14.02.2017","19.280,0","19.220,0","19.600,0","19.200,0","230,52K","-1,63%"
"13.02.2017","19.600,0","19.200,0","19.600,0","19.200,0","108,95K","1,98%"
